#Strand_gene_id	ChrName	Strand	Gene_start	Gene_end	Symbol	Entrez_id
XPC-3-1	chr3	-	14186647	14220172	XPC	7508
ROCK1-18-1	chr18	-	18529701	18691812	ROCK1	6093
TRAF3-14-1	chr14	+	103243816	103377837	TRAF3	7187
HILPDA-7-1	chr7	+	128095884	128098472	HILPDA	29923
SKA3-13-1	chr13	-	21727734	21750741	SKA3	221150
SNX13-7-1	chr7	-	17830385	17980141	SNX13	23161
ADRB3-8-1	chr8	-	37820513	37824184	ADRB3	155
LRIT3-4-1	chr4	+	110769340	110793471	LRIT3	345193
ABL2-1-1	chr1	-	179068462	179198819	ABL2	27
HRH3-20-1	chr20	-	60790017	60795323	HRH3	11255
SEMA7A-15-1	chr15	-	74701630	74726299	SEMA7A	8482
TNRC6C-17-1	chr17	+	76000194	76104916	TNRC6C	57690
MIR330-19-1	chr19	-	46142252	46142345	MIR330	442902
SNORA11-23-1	chrX	+	54840803	54840933	SNORA11	677799
ZBED6CL-7-1	chr7	+	150026938	150029810	ZBED6CL	113763
TFB1M-6-1	chr6	-	155574495	155635631	TFB1M	51106
USP17L20-4-1	chr4	+	9259850	9261442	USP17L20	100287441
SETD5-3-1	chr3	+	9439384	9519838	SETD5	55209
TOX-8-1	chr8	-	59717977	60031767	TOX	9760
PCDHB4-5-1	chr5	+	140501581	140505201	PCDHB4	56131
SEMA4C-2-1	chr2	-	97525473	97536680	SEMA4C	54910
SLC7A11-AS1-4-1	chr4	+	139010168	139099331	SLC7A11-AS1	641364
MIR548X-16-1	chr16	+	9328774	9328803	MIR548X	100422920
ZFR-5-1	chr5	-	32354456	32444844	ZFR	51663
COPE-19-1	chr19	-	19010323	19030199	COPE	11316
PTGES2-9-1	chr9	-	130882972	130890741	PTGES2	80142
ELMOD3-2-1	chr2	+	85581843	85618875	ELMOD3	84173
CRTAM-11-1	chr11	+	122709255	122743347	CRTAM	56253
NR2E3-15-1	chr15	+	72102888	72110597	NR2E3	10002
UTP18-17-1	chr17	+	49337897	49375294	UTP18	51096
ZNF839-14-1	chr14	+	102783714	102809511	ZNF839	55778
FAM90A7P-8-1	chr8	-	7413660	7416626	FAM90A7P	441317
PGM5P2-9-1	chr9	-	69080240	69147854	PGM5P2	595135
WDR43-2-1	chr2	+	29117533	29171080	WDR43	23160
MIR3178-16-1	chr16	-	2581923	2582006	MIR3178	100422974
APOC2-19-1	chr19	+	45449239	45452822	APOC2	344
GUSBP2-6-1	chr6	-	26839266	26924333	GUSBP2	387036
KCTD19-16-1	chr16	-	67323338	67360664	KCTD19	146212
MIR18B-23-1	chrX	-	133304071	133304141	MIR18B	574033
SLC25A12-2-1	chr2	-	172639915	172750816	SLC25A12	8604
LOC100507600-2-1	chr2	+	136577761	136580657	LOC100507600	100507600
IL1R2-2-1	chr2	+	102608306	102644885	IL1R2	7850
OTUD3-1-1	chr1	+	20208356	20239438	OTUD3	23252
SERF1B-5-1	chr5	+	69321078	69338935	SERF1B	728492
MLH1-3-1	chr3	+	37034841	37092337	MLH1	4292
TMEM186-16-1	chr16	-	8889037	8891505	TMEM186	25880
KCNQ1DN-11-1	chr11	+	2891263	2893335	KCNQ1DN	55539
OR1A1-17-1	chr17	+	3118915	3119844	OR1A1	8383
CETN2-23-1	chrX	-	151995871	151999301	CETN2	1069
DOC2A-16-1	chr16	-	30016835	30024917	DOC2A	8448
DEFB123-20-1	chr20	+	30028411	30038060	DEFB123	245936
STARD13-13-1	chr13	-	33677272	34250932	STARD13	90627
MNS1-15-1	chr15	-	56720929	56757335	MNS1	55329
ELK3-12-1	chr12	+	96588207	96661606	ELK3	2004
CBWD3-9-1	chr9	+	70856839	70914932	CBWD3	445571
SURF4-9-1	chr9	-	136228325	136244820	SURF4	6836
SLC12A7-5-1	chr5	-	1050489	1112172	SLC12A7	10723
SERTAD3-19-1	chr19	-	40946748	40950282	SERTAD3	29946
SOD2-6-1	chr6	-	160100148	160114353	SOD2	6648
CA14-1-1	chr1	+	150229554	150237478	CA14	23632
ORAI1-12-1	chr12	+	122064455	122079946	ORAI1	84876
TMEM130-7-1	chr7	-	98444111	98467673	TMEM130	222865
NDUFB1-14-1	chr14	-	92582467	92588153	NDUFB1	4707
MT1JP-16-1	chr16	+	56669651	56670998	MT1JP	4498
STX1B-16-1	chr16	-	31000577	31021829	STX1B	112755
GPRC6A-6-1	chr6	-	117113248	117150256	GPRC6A	222545
MIR4757-2-1	chr2	+	19548190	19548266	MIR4757	100616307
THOC7-AS1-3-1	chr3	+	63846321	63847495	THOC7-AS1	100874039
APOBEC3D-22-1	chr22	+	39417118	39435686	APOBEC3D	140564
MIR429-1-1	chr1	+	1104385	1104467	MIR429	554210
SNORA32-11-1	chr11	-	93464145	93464265	SNORA32	692063
TTC8-14-1	chr14	+	89290574	89344335	TTC8	123016
SIGLEC5-19-1	chr19	-	52114756	52133727	SIGLEC5	8778
ZNF480-19-1	chr19	+	52800426	52829180	ZNF480	147657
LOC100128076-9-1	chr9	+	94895116	94900911	LOC100128076	100128076
TRIM16L-17-1	chr17	+	18601311	18639431	TRIM16L	147166
LOC155060-7-1	chr7	+	148982372	148994403	LOC155060	155060
LINC00309-2-1	chr2	-	64412212	64432619	LINC00309	150992
LTBR-12-1	chr12	+	6484534	6500737	LTBR	4055
PCSK7-11-1	chr11	-	117075788	117102811	PCSK7	9159
TFAP2E-1-1	chr1	+	36038971	36060929	TFAP2E	339488
SRRM2-16-1	chr16	+	2802330	2821413	SRRM2	23524
MIR106B-7-1	chr7	-	99691616	99691697	MIR106B	406900
SETD1B-12-1	chr12	+	122241879	122270562	SETD1B	23067
GSTTP2-22-1	chr22	-	24385938	24401899	GSTTP2	653399
BAIAP3-16-1	chr16	+	1383606	1399442	BAIAP3	8938
LINC00486-2-1	chr2	+	33050266	33162270	LINC00486	285045
LRRN1-3-1	chr3	+	3841121	3889708	LRRN1	57633
JAGN1-3-1	chr3	+	9932271	9936033	JAGN1	84522
OR14C36-1-1	chr1	+	248512077	248513015	OR14C36	127066
IGFBP6-12-1	chr12	+	53491436	53496128	IGFBP6	3489
CSF2RA-23-1	chrX	+	1387693	1428828	CSF2RA	1438
RP9-7-1	chr7	-	33134409	33149002	RP9	6100
HBS1L-6-1	chr6	-	135281516	135376036	HBS1L	10767
CCDC175-14-1	chr14	-	59971785	60043549	CCDC175	729665
SNORA80B-2-1	chr2	-	10586840	10586975	SNORA80B	100302743
TNFRSF10C-8-1	chr8	+	22960327	22974950	TNFRSF10C	8794
CCDC13-AS1-3-1	chr3	+	42774067	42788260	CCDC13-AS1	100874114
JUNB-19-1	chr19	+	12902310	12904125	JUNB	3726
SNORD63-5-1	chr5	-	137896732	137896799	SNORD63	26785
PNLIP-10-1	chr10	+	118305428	118327367	PNLIP	5406
CHKB-CPT1B-22-1	chr22	-	51007290	51021428	CHKB-CPT1B	386593
BPIFB1-20-1	chr20	+	31870941	31897684	BPIFB1	92747
MIR711-3-1	chr3	-	48616335	48616410	MIR711	100313843
ETV3L-1-1	chr1	-	157061835	157069600	ETV3L	440695
AKAP12-6-1	chr6	+	151561134	151679694	AKAP12	9590
GRM3-7-1	chr7	+	86273230	86494193	GRM3	2913
LOC285000-2-1	chr2	-	106209554	106227016	LOC285000	285000
C21ORF88-21-1	chr21	-	40969074	40984749	B3GALT5-AS1	114041
C20ORF194-20-1	chr20	-	3229948	3388587	C20orf194	25943
MIR4264-2-1	chr2	-	79876420	79876485	MIR4264	100422888
LOC100128593-9-1	chr9	+	139640613	139644363	LOC100128593	100128593
FUCA2-6-1	chr6	-	143815949	143833020	FUCA2	2519
SYT5-19-1	chr19	-	55682571	55691809	SYT5	6861
MIR514B-23-1	chrX	-	146331669	146331748	MIR514B	100422847
LOC153910-6-1	chr6	-	142847592	142959026	LOC153910	153910
TMSB15A-23-1	chrX	-	101768610	101771699	TMSB15A	11013
SPTY2D1-AS1-11-1	chr11	+	18610334	18631802	SPTY2D1OS	100506540
TSR3-16-1	chr16	-	1399241	1401873	TSR3	115939
TMEM221-19-1	chr19	-	17546318	17559376	TMEM221	100130519
MEGF11-15-1	chr15	-	66187634	66546075	MEGF11	84465
COX8C-14-1	chr14	+	93813537	93814700	COX8C	341947
DEPDC1-1-1	chr1	-	68939835	68962799	DEPDC1	55635
SHISA6-17-1	chr17	+	11144740	11467380	SHISA6	388336
PRKG1-AS1-10-1	chr10	-	54056608	54073888	PRKG1-AS1	100506939
SPATA20-17-1	chr17	+	48624450	48633213	SPATA20	64847
GEMIN8P4-1-1	chr1	-	90458824	90460525	GEMIN8P4	492303
SLC27A1-19-1	chr19	+	17581300	17616977	SLC27A1	376497
GPD1L-3-1	chr3	+	32148003	32210207	GPD1L	23171
TAF15-17-1	chr17	+	34136459	34174246	TAF15	8148
NOL9-1-1	chr1	-	6581407	6614658	NOL9	79707
PSMD5-AS1-9-1	chr9	+	123605320	123616651	CUTALP	253039
RORC-1-1	chr1	-	151778547	151804348	RORC	6097
REEP1-2-1	chr2	-	86441116	86565206	REEP1	65055
MIR520A-19-1	chr19	+	54194135	54194219	MIR520A	574467
BRIP1-17-1	chr17	-	59756547	59940920	BRIP1	83990
MAGEA10-23-1	chrX	-	151301782	151307050	MAGEA10	4109
MS4A2-11-1	chr11	+	59855734	59865940	MS4A2	2206
TXNDC5-6-1	chr6	-	7881483	7911047	TXNDC5	81567
CALHM3-10-1	chr10	-	105232561	105238997	CALHM3	119395
SUV39H2-10-1	chr10	+	14920782	14946314	SUV39H2	79723
ASB2-14-1	chr14	-	94400499	94443085	ASB2	51676
GSDMC-8-1	chr8	-	130760442	130799134	GSDMC	56169
ASMTL-AS1-24-1	chrY	+	1469424	1484314	ASMTL-AS1	80161
IGFBP7-4-1	chr4	-	57897237	57976551	IGFBP7	3490
B3GALT6-1-1	chr1	+	1167629	1170421	B3GALT6	126792
MIR4696-11-1	chr11	-	74431313	74431382	MIR4696	100616402
FKBP15-9-1	chr9	-	115927800	115983641	FKBP15	23307
TCP11L1-11-1	chr11	+	33060963	33095109	TCP11L1	55346
MIR4299-11-1	chr11	-	11678198	11678269	MIR4299	100423026
SERPINB7-18-1	chr18	+	61420281	61472610	SERPINB7	8710
COL4A1-13-1	chr13	-	110801310	110959496	COL4A1	1282
RAC1-7-1	chr7	+	6414126	6443598	RAC1	5879
TNFRSF14-1-1	chr1	+	2487291	2495268	TNFRSF14	8764
B3GALTL-13-1	chr13	+	31774112	31906413	B3GLCT	145173
CHPF2-7-1	chr7	+	150929575	150935913	CHPF2	54480
NAA20-20-1	chr20	+	19997934	20014273	NAA20	51126
WDR19-4-1	chr4	+	39184024	39287430	WDR19	57728
ACTG1-17-1	chr17	-	79476997	79479892	ACTG1	71
TADA2B-4-1	chr4	+	7045156	7059679	TADA2B	93624
DPY19L3-19-1	chr19	+	32896655	32976799	DPY19L3	147991
LOC100289650-19-1	chr19	+	43326015	43331030	PSG8-AS1	100289650
C3ORF33-3-1	chr3	-	155480401	155524076	C3orf33	285315
FAM157B-9-1	chr9	+	141106439	141152460	FAM157B	100132403
TMEM125-1-1	chr1	+	43735665	43739673	TMEM125	128218
FAM166A-9-1	chr9	-	140138037	140142222	FAM166A	401565
MAML1-5-1	chr5	+	179159833	179208035	MAML1	9794
OR4F29-1-1	chr1	+	367659	368597	OR4F29	729759
AKR1E2-10-1	chr10	+	4868369	4890254	AKR1E2	83592
CATSPER4-1-1	chr1	+	26517119	26529033	CATSPER4	378807
LOC101927280-5-1	chr5	-	117686667	117897812	LINC02208	101927280
VHL-3-1	chr3	+	10183319	10195354	VHL	7428
OR52R1-11-1	chr11	-	4824663	4825610	OR52R1	119695
CTTNBP2-7-1	chr7	-	117350702	117513561	CTTNBP2	83992
WIPF2-17-1	chr17	+	38375556	38438944	WIPF2	147179
CSN1S1-4-1	chr4	+	70796799	70812288	CSN1S1	1446
CCDC7-10-1	chr10	+	32735041	32863492	CCDC7	221016
SSTR2-17-1	chr17	+	71161160	71168094	SSTR2	6752
IL2RA-10-1	chr10	-	6052657	6104333	IL2RA	3559
TMEM86A-11-1	chr11	+	18720351	18726332	TMEM86A	144110
PSMB1-6-1	chr6	-	170844204	170862417	PSMB1	5689
CCDC78-16-1	chr16	-	772582	776880	CCDC78	124093
UBA6-4-1	chr4	-	68481479	68566889	UBA6	55236
CARD18-11-1	chr11	-	105008448	105010461	CARD18	59082
SBK2-19-1	chr19	-	56040780	56048435	SBK2	646643
MIR647-20-1	chr20	-	62573984	62574079	MIR647	693232
DNM1-9-1	chr9	+	130965634	131017528	DNM1	1759
XAGE3-23-1	chrX	-	52891557	52897119	XAGE3	170626
DCUN1D1-3-1	chr3	-	182660153	182703731	DCUN1D1	54165
SLC26A2-5-1	chr5	+	149340300	149366963	SLC26A2	1836
GUF1-4-1	chr4	+	44680433	44702944	GUF1	60558
RASSF5-1-1	chr1	+	206680866	206762616	RASSF5	83593
PLA2G2A-1-1	chr1	-	20301924	20306932	PLA2G2A	5320
SQLE-8-1	chr8	+	126010720	126034525	SQLE	6713
AAK1-2-1	chr2	-	69685127	69901566	AAK1	22848
MIR383-8-1	chr8	-	14710947	14711019	MIR383	494332
AGPAT5-8-1	chr8	+	6565878	6619024	AGPAT5	55326
PPP3R1-2-1	chr2	-	68405979	68483392	PPP3R1	5534
AZU1-19-1	chr19	+	827831	832017	AZU1	566
BRD8-5-1	chr5	-	137475455	137514358	BRD8	10902
MAP3K19-2-1	chr2	-	135722061	135782248	MAP3K19	80122
MIR3143-6-1	chr6	+	27115405	27115467	MIR3143	100422934
LOC100289495-6-1	chr6	+	166756119	166764957	LOC100289495	100289495
TAL1-1-1	chr1	-	47681962	47697938	TAL1	6886
PRICKLE2-AS3-3-1	chr3	+	64173220	64187237	PRICKLE2-AS3	100874243
HNRNPDL-4-1	chr4	-	83343717	83351378	HNRNPDL	9987
ARL15-5-1	chr5	-	53180578	53606403	ARL15	54622
ORM1-9-1	chr9	+	117085303	117088759	ORM1	5004
PPP2R5D-6-1	chr6	+	42952218	42980083	PPP2R5D	5528
ZNF32-10-1	chr10	-	44139307	44144326	ZNF32	7580
ARHGAP35-19-1	chr19	+	47421824	47508334	ARHGAP35	2909
SNAR-A12-19-1	chr19	+	48410935	48411056	SNAR-A12	100126800
ADCY10-1-1	chr1	-	167778357	167883608	ADCY10	55811
PDSS2-6-1	chr6	-	107473761	107780779	PDSS2	57107
SHISA3-4-1	chr4	+	42399856	42404504	SHISA3	152573
ZDHHC6-10-1	chr10	-	114190058	114207301	ZDHHC6	64429
PNPLA3-22-1	chr22	+	44319619	44343451	PNPLA3	80339
MIR320B1-1-1	chr1	+	117214371	117214449	MIR320B1	100302117
LINC00996-7-1	chr7	+	150130742	150145228	LINC00996	285972
RPS15A-16-1	chr16	-	18794277	18801656	RPS15A	6210
EHBP1L1-11-1	chr11	+	65343509	65360121	EHBP1L1	254102
ZFX-AS1-23-1	chrX	-	24164342	24167771	ZFX-AS1	100873922
MPDU1-17-1	chr17	+	7486965	7491530	MPDU1	9526
ANG-14-1	chr14	+	21152336	21162345	ANG	283
CLTB-5-1	chr5	-	175819456	175843570	CLTB	1212
C4ORF40-4-1	chr4	+	71017793	71032326	PRR27	401137
HEXB-5-1	chr5	+	73935547	74017113	HEXB	3074
MIR520G-19-1	chr19	+	54225420	54225509	MIR520G	574484
FCGR2B-1-1	chr1	+	161632905	161648444	FCGR2B	2213
ATF7IP-12-1	chr12	+	14518566	14655869	ATF7IP	55729
USP18-22-1	chr22	+	18632758	18660164	USP18	11274
CHCHD10-22-1	chr22	-	24108021	24110141	CHCHD10	400916
CYP2B6-19-1	chr19	+	41497138	41524308	CYP2B6	1555
SNORD116-6-15-1	chr15	+	25310172	25310269	SNORD116-6	100033418
OR8B3-11-1	chr11	-	124266306	124267247	OR8B3	390271
LOC100506258-11-1	chr11	-	7458858	7487066	LOC100506258	100506258
NCF4-22-1	chr22	+	37257030	37274059	NCF4	4689
C10ORF53-10-1	chr10	+	50887684	50916956	C10orf53	282966
GKN2-2-1	chr2	-	69172364	69180102	GKN2	200504
TCL6-14-1	chr14	+	96117515	96144650	TCL6	27004
BAIAP2L2-22-1	chr22	-	38480896	38506971	BAIAP2L2	80115
TDRP-8-1	chr8	-	439790	495781	TDRP	157695
ZHX1-8-1	chr8	-	124260690	124287781	ZHX1	11244
MKRN1-7-1	chr7	-	140152840	140179369	MKRN1	23608
GOLGA6L5P-15-1	chr15	-	85047738	85060078	GOLGA6L5P	374650
OR7C2-19-1	chr19	+	15052301	15053260	OR7C2	26658
BRINP2-1-1	chr1	+	177140058	177251558	BRINP2	57795
MICU2-13-1	chr13	-	22066828	22178355	MICU2	221154
DGKH-13-1	chr13	+	42614172	42804352	DGKH	160851
LRRC63-13-1	chr13	+	46786078	46850938	LRRC63	220416
PIH1D1-19-1	chr19	-	49949550	49955266	PIH1D1	55011
NDUFA6-22-1	chr22	-	42481530	42486888	NDUFA6	4700
HSPB3-5-1	chr5	+	53751431	53752214	HSPB3	8988
GOLGA6A-15-1	chr15	-	74362198	74374891	GOLGA6A	342096
CCL3-17-1	chr17	-	34415602	34417506	CCL3	6348
NKX3-2-4-1	chr4	-	13542454	13546114	NKX3-2	579
IL2RG-23-1	chrX	-	70327254	70331481	IL2RG	3561
SEC23B-20-1	chr20	+	18488188	18542059	SEC23B	10483
KLHDC7B-22-1	chr22	+	50986462	50989452	KLHDC7B	113730
LIG1-19-1	chr19	-	48618702	48673852	LIG1	3978
DHX33-17-1	chr17	-	5344232	5372380	DHX33	56919
MIR875-8-1	chr8	-	100549014	100549089	MIR875	100126309
NXPE1-11-1	chr11	-	114392423	114430580	NXPE1	120400
LOC401134-4-1	chr4	-	65779999	65870218	LINC02232	401134
DIS3L2-2-1	chr2	+	232826293	233208678	DIS3L2	129563
PBLD-10-1	chr10	-	70042417	70096115	PBLD	64081
ZNF366-5-1	chr5	-	71738238	71803249	ZNF366	167465
UVSSA-4-1	chr4	+	1341043	1381837	UVSSA	57654
CD40-20-1	chr20	+	44746899	44758384	CD40	958
PI3-20-1	chr20	+	43803540	43805185	PI3	5266
ABL1-9-1	chr9	+	133588266	133763062	ABL1	25
MILR1-17-1	chr17	+	62461567	62464760	MILR1	284021
METTL17-14-1	chr14	+	21457432	21465194	METTL17	64745
ATRN-20-1	chr20	+	3451665	3631769	ATRN	8455
FAM9C-23-1	chrX	-	13053736	13062917	FAM9C	171484
SOX4-6-1	chr6	+	21593972	21598850	SOX4	6659
ZNF252P-8-1	chr8	-	146198975	146228285	ZNF252P	286101
NPC1L1-7-1	chr7	-	44552134	44580914	NPC1L1	29881
TMEM88B-1-1	chr1	+	1361508	1363167	TMEM88B	643965
ARRB1-11-1	chr11	-	74971166	75062875	ARRB1	408
FLJ42969-8-1	chr8	+	102064282	102088479	FLJ42969	441374
ADAM10-15-1	chr15	-	58887403	59042177	ADAM10	102
GRIA4-11-1	chr11	+	105480800	105852819	GRIA4	2893
NDUFS7-19-1	chr19	+	1383526	1395588	NDUFS7	374291
ATP8B5P-9-1	chr9	+	35406752	35483026	ATP8B5P	158381
FAM179A-2-1	chr2	+	29204164	29275096	TOGARAM2	165186
RPA3-AS1-7-1	chr7	+	7680342	7918851	RPA3-AS1	729852
CAMTA1-1-1	chr1	+	6845384	7829766	CAMTA1	23261
GCM1-6-1	chr6	-	52991759	53013624	GCM1	8521
EIF2AK2-2-1	chr2	-	37332281	37384190	EIF2AK2	5610
INHBA-AS1-7-1	chr7	+	41733514	41818976	INHBA-AS1	285954
KPNA5-6-1	chr6	+	117002367	117063030	KPNA5	3841
ZNF469-16-1	chr16	+	88493879	88507165	ZNF469	84627
HIF1A-AS2-14-1	chr14	-	62213757	62215807	HIF1A-AS2	100750247
FCER1A-1-1	chr1	+	159253678	159278014	FCER1A	2205
ATP5F1-1-1	chr1	+	111991467	112004540	ATP5PB	515
KRCC1-2-1	chr2	-	88326724	88355315	KRCC1	51315
SLC26A7-8-1	chr8	+	92221722	92410382	SLC26A7	115111
ZIC4-3-1	chr3	-	147103835	147124596	ZIC4	84107
THG1L-5-1	chr5	+	157158323	157166982	THG1L	54974
SEMA6D-15-1	chr15	+	47476403	48066420	SEMA6D	80031
PGR-11-1	chr11	-	100900355	101000544	PGR	5241
ZNF446-19-1	chr19	+	58985910	58992601	ZNF446	55663
CD83-6-1	chr6	+	14117487	14137149	CD83	9308
ZNF107-7-1	chr7	+	64126461	64171960	ZNF107	51427
MIR381HG-14-1	chr14	+	101511494	101518132	MIR381HG	378881
SLC10A7-4-1	chr4	-	147175137	147443123	SLC10A7	84068
NEIL3-4-1	chr4	+	178230991	178284092	NEIL3	55247
NAA35-9-1	chr9	+	88556009	88638350	NAA35	60560
HBE1-11-1	chr11	-	5289580	5291373	HBE1	3046
BRDT-1-1	chr1	+	92414928	92479985	BRDT	676
RBMX-23-1	chrX	-	135951353	135962939	RBMX	27316
SLC6A3-5-1	chr5	-	1392905	1445543	SLC6A3	6531
WNT11-11-1	chr11	-	75897370	75921803	WNT11	7481
CST5-20-1	chr20	-	23856572	23860380	CST5	1473
WNT1-12-1	chr12	+	49372236	49376396	WNT1	7471
TXNIP-1-1	chr1	+	145438438	145442635	TXNIP	10628
CHEK2-22-1	chr22	-	29083731	29137822	CHEK2	11200
WRNIP1-6-1	chr6	+	2765575	2785979	WRNIP1	56897
SMARCC2-12-1	chr12	-	56555636	56583351	SMARCC2	6601
ATG13-11-1	chr11	+	46638826	46697569	ATG13	9776
FAM186A-12-1	chr12	-	50721095	50790405	FAM186A	121006
RFC5-12-1	chr12	+	118454506	118470044	RFC5	5985
LDOC1L-22-1	chr22	-	44888450	44894005	RTL6	84247
SH3RF1-4-1	chr4	-	170015407	170192249	SH3RF1	57630
ACO1-9-1	chr9	+	32384601	32450834	ACO1	48
PQLC3-2-1	chr2	+	11295498	11319000	PQLC3	130814
DCTPP1-16-1	chr16	-	30435019	30441373	DCTPP1	79077
CAST-5-1	chr5	+	95997741	96110387	CAST	831
TBC1D3H-17-1	chr17	-	34745936	34757050	TBC1D3H	729877
HENMT1-1-1	chr1	-	109190910	109204148	HENMT1	113802
EPHA8-1-1	chr1	+	22890004	22930087	EPHA8	2046
GABRA1-5-1	chr5	+	161274197	161326965	GABRA1	2554
SLC5A3-21-1	chr21	+	35445503	35515334	SLC5A3	6526
OR1E2-17-1	chr17	-	3336164	3337135	OR1E2	8388
KRT3-12-1	chr12	-	53183469	53189892	KRT3	3850
LOC100507346-9-1	chr9	+	98225891	98232301	LOC100507346	100507346
MIR505-23-1	chrX	-	139006307	139006390	MIR505	574508
HIST2H2BF-1-1	chr1	-	149754245	149783965	HIST2H2BF	440689
CAND1-12-1	chr12	+	67663061	67708388	CAND1	55832
NFKB2-10-1	chr10	+	104153867	104162286	NFKB2	4791
COQ10B-2-1	chr2	+	198318231	198339851	COQ10B	80219
SGMS1-10-1	chr10	-	52065345	52383737	SGMS1	259230
LINC00602-6-1	chr6	+	166401039	166403103	LINC00602	441177
SFRP1-8-1	chr8	-	41119476	41166990	SFRP1	6422
GYPA-4-1	chr4	-	145030456	145061904	GYPA	2993
CDH1-16-1	chr16	+	68771128	68869445	CDH1	999
NQO2-6-1	chr6	+	3000067	3019997	NQO2	4835
EML5-14-1	chr14	-	89079241	89259096	EML5	161436
C17ORF96-17-1	chr17	-	36827956	36831187	EPOP	100170841
SYNPR-3-1	chr3	+	63263914	63602597	SYNPR	132204
NPAS4-11-1	chr11	+	66188475	66194177	NPAS4	266743
EIF4B-12-1	chr12	+	53399942	53435993	EIF4B	1975
MIR4775-2-1	chr2	+	208619531	208619605	MIR4775	100616361
LAMC1-1-1	chr1	+	182992572	183114727	LAMC1	3915
PRR20D-13-1	chr13	+	57734766	57737787	PRR20D	729246
ASAH2B-10-1	chr10	+	52499688	52516948	ASAH2B	653308
MIR4683-10-1	chr10	-	35930100	35930180	MIR4683	100616500
WDR78-1-1	chr1	-	67278568	67390907	WDR78	79819
EFCAB7-1-1	chr1	+	63989013	64051041	EFCAB7	84455
RSU1-10-1	chr10	-	16632615	16859509	RSU1	6251
NOX3-6-1	chr6	-	155716502	155777037	NOX3	50508
MIR765-1-1	chr1	-	156905923	156906036	MIR765	768220
EPS15L1-19-1	chr19	-	16466055	16582823	EPS15L1	58513
OR13C3-9-1	chr9	-	107298051	107299094	OR13C3	138803
APIP-11-1	chr11	-	34903842	34937939	APIP	51074
LINC00626-1-1	chr1	+	168756179	168762126	LINC00626	79100
SLC29A1-6-1	chr6	+	44187242	44201888	SLC29A1	2030
LTA4H-12-1	chr12	-	96394531	96437298	LTA4H	4048
FOXP3-23-1	chrX	-	49106897	49122200	FOXP3	50943
RHOJ-14-1	chr14	+	63671080	63760230	RHOJ	57381
HIST3H2A-1-1	chr1	-	228645065	228645560	HIST3H2A	92815
LCN15-9-1	chr9	-	139654086	139658965	LCN15	389812
SEPT7P9-10-1	chr10	-	38671997	38691780	SEPT7P9	285961
SNORD75-1-1	chr1	-	173836017	173836076	SNORD75	692195
GBP2-1-1	chr1	-	89571815	89591842	GBP2	2634
CACNA1C-12-1	chr12	+	2079952	2807115	CACNA1C	775
TBC1D3P1-DHX40P1-17-1	chr17	-	58053385	58096336	TBC1D3P1-DHX40P1	653645
PPP6R3-11-1	chr11	+	68228186	68382802	PPP6R3	55291
DPT-1-1	chr1	-	168664695	168698442	DPT	1805
CACNA1G-17-1	chr17	+	48638429	48704835	CACNA1G	8913
MFAP4-17-1	chr17	-	19286755	19290532	MFAP4	4239
HEMK1-3-1	chr3	+	50606583	50622422	HEMK1	51409
ZBTB40-1-1	chr1	+	22778344	22857650	ZBTB40	9923
TUBA1C-12-1	chr12	+	49621715	49667117	TUBA1C	84790
LOC100132741-23-1	chrX	-	70998019	71004228	LOC100132741	100132741
PITX1-5-1	chr5	-	134363424	134369964	PITX1	5307
ZMYND11-10-1	chr10	+	180405	300577	ZMYND11	10771
BMP8A-1-1	chr1	+	39957318	39995541	BMP8A	353500
PJA2-5-1	chr5	-	108670410	108745675	PJA2	9867
RPS17-15-1	chr15	-	82821161	83215062	RPS17	6218
GOLGA7-8-1	chr8	+	41348081	41368499	GOLGA7	51125
LOC146513-16-1	chr16	+	86320037	86326995	LINC02135	146513
ULK1-12-1	chr12	+	132379279	132407707	ULK1	8408
ZNF836-19-1	chr19	-	52658039	52674896	ZNF836	162962
SNORD114-9-14-1	chr14	+	101432366	101432436	SNORD114-9	767585
ENOPH1-4-1	chr4	+	83351726	83382245	ENOPH1	58478
DTX1-12-1	chr12	+	113494514	113535833	DTX1	1840
SDHAF2-11-1	chr11	+	61197514	61214239	SDHAF2	54949
FEZF2-3-1	chr3	-	62355347	62359190	FEZF2	55079
NOP14-AS1-4-1	chr4	+	2937273	2952794	NOP14-AS1	317648
ANP32D-12-1	chr12	+	48866448	48866843	ANP32D	23519
FBF1-17-1	chr17	-	73905925	73937119	FBF1	85302
NLRP14-11-1	chr11	+	7041700	7092757	NLRP14	338323
SIRT1-10-1	chr10	+	69644427	69678147	SIRT1	23411
LINC00398-13-1	chr13	+	31377343	31384782	LINC00398	100874158
LOC100132174-17-1	chr17	-	75718954	75724641	LINC01987	100132174
KANSL1-AS1-17-1	chr17	+	44270939	44274089	KANSL1-AS1	644246
NDUFA7-19-1	chr19	-	8373492	8386452	NDUFA7	4701
SUV420H2-19-1	chr19	+	55851221	55859489	KMT5C	84787
CUL4A-13-1	chr13	+	113862507	113919392	CUL4A	8451
LOC100996325-5-1	chr5	-	602284	612325	LOC100996325	100996325
SNORA25-11-1	chr11	-	93463679	93463812	SNORA25	684959
NDUFB10-16-1	chr16	+	2009517	2011976	NDUFB10	4716
MYO15A-17-1	chr17	+	18012020	18083116	MYO15A	51168
FFAR4-10-1	chr10	+	95326422	95349829	FFAR4	338557
